listing_id,title,url,price,location,property_type,bedrooms,bathrooms,area,furnished,description,images,seller_name,fetched_at
U2037393,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2037393,"RM1,200","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,200 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMDM0ZDIzYjAtYzE2YS00NDg0LTljYzgtYzM0ODFkOGQ2NjIwXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2037672,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2037672,"RM1,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,300 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNTM3YWY3YTEtNDQyMC00YmQzLWE1ODUtMjQ3ODYxZjE1MjgzXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2039076,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2039076,"RM1,200","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,200 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMmZjOTU5ZGYtYjcyYy00YTBjLTliZDEtNGVjYWQxNTIyODI4XC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2041954,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2041954,"RM1,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,300 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYWNhNGJlZGEtYTEwYS00ODE0LWJhZWEtMjEwN2U3YTgxYzc4XC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2041788,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-apartment-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2041788,"RM1,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Apartment,1,1,416 Sqft,Fully Furnished,"This property is a 416 Sqft apartment with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this apartment long term for RM1,300 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNTJhNDY1ODItNzQ0MS00ODFhLWFkZTctYzBhZTc0YzYwYjQzXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2037447,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2037447,"RM1,200","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,200 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvZjY1MDZiYmItMTMwMi00Yjg2LThlZDEtM2VmYjY4NTRjMTkxXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2038394,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2038394,"RM1,400","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,400 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNDAwOTkxZTItNzFlNS00MmM5LThlOTctMmExMTJhMGNhMjE2XC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2038475,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2038475,"RM1,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,300 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvOTQ4ZTM0YWUtMTY3Zi00NWIwLTgzNmMtMjQ1NGU2ZGM2NDEzXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2039399,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2039399,"RM1,200","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,200 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMjRkOWIyNDAtMzgyMy00MTBiLTkzYTQtYjc5MjE2OTBkNWI2XC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2039328,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2039328,"RM1,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,300 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNzQxMjMwZGQtZGY0OS00ZjU0LTgyNTctMzhiNmYwZjc3NjVhXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2028569,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2028569,"RM1,200","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,200 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvZWQ5ZDI3ZDYtZjFmZC00ZDBjLTkyNjktYjE5M2VmOTVkNWRhXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2029460,Seri Cempaka,https://www.fazwaz.my/property-rent/1-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2029460,"RM1,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,1,1,416 Sqft,N/A,"This property is a 416 Sqft condo with 1 bedroom and 1 bathroom that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM1,300 per month.",https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMDU1MGNiNTktMTY3Yy00ZmY0LWE3YTAtNDIzYzk1ZDU5Zjk0XC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,Proppit,2025-12-08T15:24:17.254638+00:00
U2032228,"Fully furnish unit at Bistari condominium, Kuala Lumpur",https://www.fazwaz.my/property-rent/3-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2032228,"RM2,300","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,3,2,"10,549 Sqft",N/A,"This property is a 10,549 Sqft condo with 3 bedrooms and 2 bathrooms that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM2,300 per month.","https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNjFkN2FkMDAtZGY3OS00NWRiLWJkOTgtMGFkNjMxYmIyYTIyXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNjFkN2FkMDAtZGY3OS00NWRiLWJkOTgtMGFkNjMxYmIyYTIyXC9ob21lLTIuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNjFkN2FkMDAtZGY3OS00NWRiLWJkOTgtMGFkNjMxYmIyYTIyXC9ob21lLTMuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNjFkN2FkMDAtZGY3OS00NWRiLWJkOTgtMGFkNjMxYmIyYTIyXC9ob21lLTQuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvNjFkN2FkMDAtZGY3OS00NWRiLWJkOTgtMGFkNjMxYmIyYTIyXC9ob21lLTUuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==",Proppit,2025-12-08T15:24:17.254638+00:00
U2034010,3 Bedroom Condo for rent,https://www.fazwaz.my/property-rent/3-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2034010,"RM4,200","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,3,2,"15,769 Sqft",N/A,"This property is a 15,769 Sqft condo with 3 bedrooms and 2 bathrooms that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM4,200 per month.","https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvOTRjY2Y1ZjQtOTQ4Zi00NTJlLWEyZGMtMWEwMDQwMzNjZGZiXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvOTRjY2Y1ZjQtOTQ4Zi00NTJlLWEyZGMtMWEwMDQwMzNjZGZiXC9ob21lLTIuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvOTRjY2Y1ZjQtOTQ4Zi00NTJlLWEyZGMtMWEwMDQwMzNjZGZiXC9ob21lLTMuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvOTRjY2Y1ZjQtOTQ4Zi00NTJlLWEyZGMtMWEwMDQwMzNjZGZiXC9ob21lLTQuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvOTRjY2Y1ZjQtOTQ4Zi00NTJlLWEyZGMtMWEwMDQwMzNjZGZiXC9ob21lLTUuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==",Proppit,2025-12-08T15:24:17.254638+00:00
U2024058,4 Bedroom Condo for rent,https://www.fazwaz.my/property-rent/4-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2024058,"RM6,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,4,4,"131,976 Sqft",N/A,"This property is a 131,976 Sqft condo with 4 bedrooms and 4 bathrooms that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM6,000 per month.","https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYmE4YjkwYmMtOGI2Zi00NDk1LWIxODktY2IxNTc3ZThjNmVmXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYmE4YjkwYmMtOGI2Zi00NDk1LWIxODktY2IxNTc3ZThjNmVmXC9ob21lLTIuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYmE4YjkwYmMtOGI2Zi00NDk1LWIxODktY2IxNTc3ZThjNmVmXC9ob21lLTMuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYmE4YjkwYmMtOGI2Zi00NDk1LWIxODktY2IxNTc3ZThjNmVmXC9ob21lLTQuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYmE4YjkwYmMtOGI2Zi00NDk1LWIxODktY2IxNTc3ZThjNmVmXC9ob21lLTUuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==",Proppit,2025-12-08T15:24:17.254638+00:00
U2024008,Cozy &amp; Unblock View Orion Condo @ Jalan Tun Razak KL for Rent,https://www.fazwaz.my/property-rent/4-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2024008,"RM3,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,4,3,"1,640 Sqft",Fully Furnished,"This property is a 1,640 Sqft condo with 4 bedrooms and 3 bathrooms that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM3,000 per month.","https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYWYxY2Q0MzktYzE1ZC00MGE2LTg4OWItMDkyNDViMDgxMDllXC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYWYxY2Q0MzktYzE1ZC00MGE2LTg4OWItMDkyNDViMDgxMDllXC9ob21lLTIuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYWYxY2Q0MzktYzE1ZC00MGE2LTg4OWItMDkyNDViMDgxMDllXC9ob21lLTMuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYWYxY2Q0MzktYzE1ZC00MGE2LTg4OWItMDkyNDViMDgxMDllXC9ob21lLTQuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvYWYxY2Q0MzktYzE1ZC00MGE2LTg4OWItMDkyNDViMDgxMDllXC9ob21lLTUuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==",Proppit,2025-12-08T15:24:17.254638+00:00
U2043230,3 Bedroom Condo for rent,https://www.fazwaz.my/property-rent/3-bedroom-condo-for-rent-in-bandar-kuala-lumpur-kuala-lumpur-u2043230,"RM4,500","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",Condo,3,2,"16,103 Sqft",N/A,"This property is a 16,103 Sqft condo with 3 bedrooms and 2 bathrooms that is available for rent. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can rent this condo long term for RM4,500 per month.","https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMThkMTE0MjEtNzhmOS00MmIwLWFhOWEtMjI0MmE1MGEzYzY2XC9ob21lLTEuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjk1MCwiaGVpZ2h0Ijo1MDUsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMThkMTE0MjEtNzhmOS00MmIwLWFhOWEtMjI0MmE1MGEzYzY2XC9ob21lLTIuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMThkMTE0MjEtNzhmOS00MmIwLWFhOWEtMjI0MmE1MGEzYzY2XC9ob21lLTMuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMThkMTE0MjEtNzhmOS00MmIwLWFhOWEtMjI0MmE1MGEzYzY2XC9ob21lLTQuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==,https://img.fazwaz.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3RlclwvMThkMTE0MjEtNzhmOS00MmIwLWFhOWEtMjI0MmE1MGEzYzY2XC9ob21lLTUuanBnIiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjI1MCwiaGVpZ2h0IjoyNTAsImZpdCI6ImNvdmVyIn19fQ==",Proppit,2025-12-08T15:24:17.254638+00:00
